1,北京海淀西三旗西三旗三旗百汇,116.3225275,40.0579710
2,北京海淀学院路学院派,116.3609320,39.9795340
3,北京朝阳芍药居文学馆路,116.4371420,39.9827160
4,北京朝阳酒仙桥颐堤港,116.4484733,39.8869200
5,北京海淀上地华联,116.3081809,40.0407604
6,北京朝阳酒仙桥正规足疗保健店公司营业执照税务登记证齐全,116.4639879,39.8812642
7,北京丰台角门马家堡,116.3794480,39.8480570
8,北京昌平十三陵十三陵郊野公园,116.5922799,40.1201620
9,北京海淀五棵松今日家园,116.4021279,39.7782388
10,北京朝阳双桥新发地双桥农贸批发市场,116.3467622,39.9367085
11,北京通州梨园城铁金日,116.5594240,39.7870217
12,NONE,-82.4689153,28.0109706
13,北京宣武右安门清芷园小区,116.3933780,39.8995700
14,北京朝阳亚运村慧忠里226号,116.5606655,39.7761195
15,NONE,-82.4689153,28.0109706
16,北京丰台丰台路北京天乐基业,116.2755291,39.8788934
17,北京昌平回龙观回龙观龙禧二街,116.3291959,40.0851035
18,北京怀柔怀柔南花园三区,116.6302263,40.3169515
19,北京通州土桥太玉园,116.6673629,39.9077673
50,北京西城西单华威大厦4城韩国城,116.3614077,39.7777908
51,北京昌平回龙观华北电力大学,116.3249550,40.0831930
52,北京海淀西北旺永丰基地,116.3192380,39.9764850
53,北京丰台花乡商务酒店,116.2872210,39.8651330
54,北京朝阳西大望路合生房地产开发有限公司,116.4779497,39.9097013
55,北京宣武荣丰2008社区,116.3933780,39.8995700
56,北京丰台新发地中央市场西门,116.2872210,39.8651330
57,北京通州梨园城铁梨园城铁淘宝城,116.6673629,39.9077673
58,北京昌平北七家天通苑周,116.2474000,40.2223820
59,北京丰台科技园区看丹桥,116.2872210,39.8651330
60,北京朝阳朝阳双桥,116.5763650,39.9138970
61,北京昌平社区,116.2404400,40.2230780
62,北京朝阳安贞北三环,116.4179340,39.9691069
63,NONE,-82.4689153,28.0109706
64,北京海淀清河清河天兰尾货,116.3467690,40.0294190
65,北京通州个人诊所,116.6673629,39.9077673
66,北京海淀永定路市场,116.2630660,39.9051430
67,北京西城西单西单明珠商城五层,116.3508230,39.9121360
68,北京海淀定慧寺盈利超市,116.3192380,39.9764850
69,北京通州梨园城铁今日时代服装城,116.6673629,39.9077673
70,北京通州梨园城铁今日时代服装城,116.6673629,39.9077673
71,北京丰台南苑北京大红门商贸城早市,116.2872210,39.8651330
72,北京朝阳洛克时代中心,null,null
73,北京海淀四季青爱普奥特莱斯,116.3192380,39.9764850
74,北京朝阳阳光广场,null,null
75,北京朝阳管庄常营路口南,116.5899535,39.9283056
76,北京通州其他通州牛堡屯,116.6932310,39.7609520
77,北京海淀田村天下城市场,116.3192380,39.9764850
78,北京海淀田村天下城市场,116.3192380,39.9764850
79,北京海淀公主坟新华联国际,116.1946950,39.9980900
80,北京丰台帝豪童装早市,116.2872210,39.8651330
81,北京顺义光明顺义区金汉绿港,116.6620510,40.1301480
82,北京通州梨园桃花岛,116.6673629,39.9077673
83,北京西城月坛月坛北街,116.3405650,39.9186840
84,北京丰台六里桥六里桥亿客隆,116.3088680,39.8863720
85,北京海淀定慧寺恩济庄96号院,116.3192380,39.9764850
86,北京海淀五道口华清嘉园,116.3428200,39.9877390
87,北京朝阳豆各庄王子营,116.5616220,39.8624860
88,北京朝阳北苑赢秋苑,null,null
89,北京丰台花乡万年花城,116.2872210,39.8651330
90,北京昌平立水桥明珠百货大厦,116.2474000,40.2223820
91,北京昌平立水桥万意百货,116.2474000,40.2223820
92,北京丰台洋桥小区,116.3842620,39.8582860
93,北京东城王府井公交车站,116.4257570,39.9167990
94,北京昌平昌平县城昌平鑫隆百货市场,null,null
95,北京丰台六里桥六里桥亿客隆,116.3088680,39.8863720
96,北京丰台方庄方恒偶寓,116.2872210,39.8651330
97,北京顺义机场顺义周,null,null
98,北京丰台西客站亮洁洗车,116.2872210,39.8651330
99,北京海淀人民大学地铁奶茶,116.3192380,39.9764850
100,北京西城小西天奶茶店,116.3508230,39.9121360
101,北京海淀中关村中关村e世界,116.4767022,39.9790013
102,北京朝阳大屯亚运村大屯盈利知名品牌洗衣店,116.4874963,39.9156489
103,北京西城展览路天意新商城,116.3367240,39.9213140
104,北京顺义马坡农村药店,116.6578200,40.1215440
105,北京朝阳朝青板块朝清汇,116.4022471,39.8165114
106,北京海淀上地低价急转中型水站,116.3465827,39.8000731
107,北京朝阳北苑上海金山国际贸易城,null,null
108,北京海淀四季青四季青佟家坟西冉村,116.2938425,39.9075350
109,北京朝阳花家地西里,116.4659980,39.9864020
110,北京东城王府井王府井大街,116.4112435,39.9110368
111,北京朝阳垡头西直河,116.4993351,40.0002209
112,北京东城和平里和平里北街,116.4228100,39.9590620
113,北京顺义早点。烧烤,116.6578200,40.1215440
114,北京宣武广安门宣武区广外医院南200米,null,null
115,北京朝阳朝阳北路延静里,116.4826870,39.9232600
116,北京丰台方庄时尚阳光市场,116.2872210,39.8651330
117,北京昌平昌平县城鑫隆市场西口入口处,116.2156300,40.2131570
118,北京朝阳八里庄八里庄北里,null,null
119,NONE,-82.4689153,28.0109706
120,北京海淀北大南门对面,null,null
121,北京朝阳东坝朝阳区东坝,116.5562760,39.9639610
122,北京朝阳东坝红松园北里16号,null,null
123,北京通州其他北京通州区苏坨新村（珠江国际城）,null,null
124,北京大兴黄村市场街,116.3442194,39.7318185
125,北京宣武小红庙,116.3933780,39.8995700
126,北京大兴旧宫大兴区旧宫西路,116.4273802,39.8036610
127,北京西城西直门天和白马,116.3508230,39.9121360
128,北京海淀蓟门桥早餐店食品烟洒早点粥煎饼肉加馍等等,116.3541675,39.9676689
129,北京朝阳左家庄一层平房,null,null
130,北京西城西直门动物园天和白马,116.3508230,39.9121360
131,北京东城东直门东直门簋街,116.4257570,39.9167990
132,北京朝阳亚运村亚运村安慧北里秀园小区12,null,null
133,北京顺义机场海航北京基地员工餐厅,null,null
134,北京朝阳八里庄朝阳路,116.4789250,39.9152770
135,北京丰台青塔博龙家园,116.2872210,39.8651330
136,北京朝阳亚运村北苑家园,null,null
137,北京丰台青塔博龙家园,116.2872210,39.8651330
138,北京海淀西直门文慧园斜街,116.3576930,39.9507720
139,北京昌平沙河镇平房,116.2898053,40.1493453
140,北京宣武虎坊桥南新华街,null,null
141,北京海淀蓟门桥北京三环,116.3541675,39.9676689
142,北京通州梨园城铁金日时代,116.6673629,39.9077673
143,北京西城金融街成门金融街商圈北部(浙商银行北面),null,null
144,北京顺义顺义早市,116.6578200,40.1215440
145,北京通州武夷花园转租荔景园洗车店,116.6673629,39.9077673
146,北京昌平天通苑利康虹桥市场,116.2474000,40.2223820
147,北京东城王府井,116.4113903,39.9080162
148,北京丰台西客站华源四里,116.2872210,39.8651330
149,北京通州梨园梨园淘宝城二层,116.6673629,39.9077673
150,北京顺义光明北京顺义建筑企业集团公司办公楼,null,null
151,北京海淀学院南路,116.3560970,39.9575300
152,北京宣武马连道马连道西里,116.3933780,39.8995700
153,北京通州马驹桥马驹桥二街,116.5623266,39.7612426
154,北京海淀西三旗西三旗花卉市场,116.3192380,39.9764850
155,北京海淀精装餐厅,116.3192380,39.9764850
156,北京朝阳定福庄CBD东都,null,null
157,北京丰台六里桥军医科大,116.3029150,39.8876760
158,北京丰台草桥草桥东路,116.3580770,39.8497910
159,北京朝阳大山子798艺术区,null,null
160,北京朝阳定福庄三间房CBD,null,null
161,北京海淀马连洼天秀1号,116.3192380,39.9764850
162,北京大兴黄村清源西理五小北校区对面,116.3359630,39.7319730
163,北京丰台丽泽桥东大街,null,null
164,北京通州其他双桥别墅,116.6673629,39.9077673
165,北京海淀双榆树社区,116.3231820,39.9720180
166,北京丰台方庄方庄分钟寺地铁东侧燕竹医院对面,116.2872210,39.8651330
167,北京昌平回龙观北店时代广场,116.3249550,40.0831930
168,北京朝阳双桥传媒大学和二外,null,null
169,北京朝阳珠江帝景,116.4782000,39.8895920
170,北京通州其他漷县镇马头工业园区,116.6673629,39.9077673
171,北京丰台西客站西客站南广场,116.2872210,39.8651330
172,北京朝阳SOHO尚都,null,null
173,北京昌平城北昌平御路园小区,null,null
174,北京西城西直门动物园万容天地,116.3508230,39.9121360
175,北京东城瑞城亿兴大厦,116.4257570,39.9167990
176,北京西城西单华威,116.3508230,39.9121360
177,北京海淀逸来顺饭庄,116.3192380,39.9764850
178,北京朝阳百子湾后现代城,null,null
179,北京朝阳百子湾后现代城,null,null
180,北京崇文蒲黄榆安乐林路店铺,null,null
181,北京西城展览路北京天和白马,116.3367240,39.9213140
182,北京通州新华大街广源电脑城,117.0068385,39.7644796
183,北京大兴黄村大兴区高米店地铁北站，物美大卖场，,116.3341280,39.7441900
184,北京宣武广安门广安门外椿树管街,116.3933780,39.8995700
185,北京丰台右安门右安门外大街,116.3582465,39.8688058
186,北京朝阳和平街天丰利商场,116.4307090,39.9648560
187,北京延庆延庆横生市场,115.9777690,40.4668170
188,北京丰台其它,116.2872210,39.8651330
189,北京昌平回龙观回龙观龙腾苑四区,116.3249550,40.0831930
190,北京昌平北七家温都水城文化街金汉府门前,null,null
209,北京海淀双榆树女人街,116.0992284,39.9571086
210,北京朝阳CBD88,null,null
211,北京海淀清河上海金山国际贸易城,null,null
212,北京昌平马池口北小营,116.1654222,40.1812916
213,北京宣武马连道马连道中里,116.3933780,39.8995700
214,北京大兴旧宫大兴旧宫南小街,null,null
215,北京通州北关环岛通州北京物资学院,116.6673629,39.9077673
216,北京西城马甸福丽特,116.3014971,40.0914443
217,北京海淀中关村华澳中心,116.3192380,39.9764850
218,北京海淀中关村华澳中心,116.1217583,40.1854541
219,北京通州梨园金侨时代,116.6673629,39.9077673
220,北京丰台卢沟桥北京市丰台区宛平城东门口,116.2815600,39.8704850
221,北京昌平回龙观西大街北店时代广场,116.3392989,40.0799536
222,北京昌平立水桥明珠百货,116.2474000,40.2223820
223,北京丰台玉泉营丰台区南方庄一号院,116.3068942,39.8672151
224,北京海淀学院路金码大厦五道口服装市场,116.3609320,39.9795340
225,北京海淀大钟寺门面房,116.3192380,39.9764850
226,北京海淀学院路金码大厦五道口服装市场,116.3609320,39.9795340
227,北京大兴日月星辰花卉,116.3359630,39.7319730
228,北京丰台玉泉营夏家胡同纪家庙菜市场对面,116.3285692,39.8460637
229,北京朝阳姚家园北京市朝阳区青年路,116.5177160,39.9378950
230,北京丰台丽泽桥精图社区,116.3129123,39.8675906
239,北京朝阳百子湾大成国际中心,null,null
240,北京丰台卢沟桥南里,116.2872210,39.8651330
241,北京燕郊7月11日后需加5000元,null,null
242,北京昌平北七家太阳城小区,116.2474000,40.2223820
243,北京怀柔怀柔金台园小区,116.6302263,40.3169515
244,北京丰台洋桥大厦,116.3877810,39.8504020
245,北京朝阳潘家园鼎盛市场,null,null
246,北京海淀二里庄双泉堡,116.3192380,39.9764850
247,北京海淀清河双泉堡二手市场市场,116.3665882,40.0287122
248,北京大兴西红门公寓,116.3432080,39.7909930
434,北京怀柔渤海镇度假饭店,116.4670664,40.4148595
435,北京通州金地六街,116.5388020,39.7481830
436,北京朝阳望京南湖中园一区,116.4581980,39.9941650
437,北京朝阳朝青板块国美第一城餐饮街,null,null
438,北京丰台新发地新发地批发市场,116.2872210,39.8651330
439,北京海淀中关村郦城工作区,116.3192380,39.9764850
440,北京燕郊燕郊商业步行街,null,null
441,北京朝阳望京旺角购物广场,null,null
442,北京石景山广宁喜玛峪,116.1475860,39.9266360
443,北京海淀万柳美容院,116.3192380,39.9764850
444,北京丰台大红门久敬佳园,116.2872210,39.8651330
445,北京海淀五道口新五道口金码大厦,116.3393000,39.9938000
446,北京通州梨园城铁淘宝城,116.6673629,39.9077673
447,北京西城什刹海天意商场,116.3508230,39.9121360
448,北京海淀西苑海淀区西苑,116.3161150,40.0049930
449,北京通州果园555,116.6519361,39.8949340
450,北京海淀马连洼写真喷绘户外广告设计印刷,116.3192380,39.9764850
451,北京通州果园555,116.6519361,39.8949340
452,北京海淀苏州街海淀桥南200米,null,null
453,北京海淀知春路理想大厦,116.3225600,39.9766430
454,北京丰台方庄方庄6号,116.4411470,39.8662410
455,北京朝阳果园地铁口小火锅店,null,null
456,北京朝阳CBD海鱼国际中心综合体,null,null
457,北京昌平立水桥立水桥、天通苑,115.7703193,40.3256004
458,北京崇文崇文门北京站,null,null
459,北京朝阳望京望京国际商业中心,null,null
460,北京大兴其他106国道,null,null
461,北京朝阳燕莎麦子店宾都苑,null,null
462,北京朝阳北苑K酷时尚广场,null,null
463,北京朝阳双井首城国际小区,null,null
464,北京海淀西北旺太舟坞市场,116.3192380,39.9764850
465,北京朝阳吕营嘉园A区,116.4682900,39.8468850
466,北京朝阳双井富力城富力双子座,null,null
467,北京海淀交大,116.3411340,39.9505530
468,北京大兴大兴婴儿抚触游泳馆低价,116.3359630,39.7319730
469,北京海淀低价淘宝皇冠，钻石店铺,116.3192380,39.9764850
470,北京朝阳工体工人体育馆,null,null
471,北京朝阳朝青板块兴隆街,null,null
472,北京朝阳安贞不详,null,null
473,北京朝阳CBD上岛咖啡厅,null,null
474,北京海淀二里庄不详,116.3192380,39.9764850
475,北京朝阳CBD乐栋百乐街,null,null
476,北京通州九棵树北京市通州区世纪星城南门,null,null
477,北京昌平回龙观回龙观北方交易批发市场,116.3249550,40.0831930
478,北京朝阳北苑来春园小区,null,null
479,北京西城官园物华大厦,116.3508230,39.9121360
480,北京崇文崇文门北京市崇文区兴隆都市馨园,null,null
481,北京房山良乡罗府家园,116.1421244,39.7310955
482,北京朝阳管庄营业中的餐厅,116.5872518,39.9133370
483,北京朝阳朝阳公园八里庄小区,null,null
484,北京通州马驹桥香雪兰溪,116.5785400,39.7557130
485,北京昌平小汤山泽福商厦,116.2474000,40.2223820
486,北京东城建国门金成・建国5号,116.4333810,39.9144220
487,北京朝阳东大桥世贸天阶,116.4527520,39.9197580
488,北京朝阳管庄京通苑,116.5872518,39.9133370
489,北京大兴其他青云店南大红门工业区,116.3359630,39.7319730
490,北京海淀二里庄科纳公寓,116.3192380,39.9764850
491,北京朝阳建外SOHO,null,null
492,北京昌平泽福商厦,116.2474000,40.2223820
493,北京海淀学院路学院派,116.3609320,39.9795340
500,北京石景山八角建西苑北里,116.1493280,39.9186370
501,北京密云康居,116.8363680,40.3813920
502,北京丰台成寿寺鑫源国际,116.2872210,39.8651330
503,北京大兴旧宫旧宫佳和园,116.4491920,39.8072010
504,北京通州今日时代,116.7520585,40.1055762
505,北京朝阳高家园106楼,116.4837170,39.9796400
513,北京石景山古城自建,116.3103460,39.9068560
514,北京西城西单西单77街购物中心,null,null
515,北京大兴旧宫秀水花园,116.3359630,39.7319730
516,北京丰台青塔丰台青塔西里5号院1号楼,null,null
517,北京昌平其他楼房,116.2474000,40.2223820
518,北京通州北苑通惠南路13号,116.6430630,39.9088270
524,北京朝阳北苑立水桥旭辉奥都,null,null
525,北京朝阳四惠朝阳区慈云寺桥远洋国际,null,null
526,北京海淀人民大学社区,116.3468750,39.9965930
527,北京丰台右安门右安门外3号,116.2872210,39.8651330
538,北京海淀北大清华清华北大、中关村、五道口,null,null
539,北京朝阳来广营奶西村街,null,null
540,北京朝阳CBD十里堡北里,null,null
541,北京大兴天上天菜市场,116.3359630,39.7319730
542,北京通州北苑新华联锦园,116.6673629,39.9077673
543,北京东城小卖部,116.4257570,39.9167990
544,北京石景山苹果园喜隆多生活城,116.1493280,39.9186370
545,北京东城东城区天雅珠宝城,116.4184660,39.9166330
546,北京朝阳望京悠乐汇,null,null
547,北京海淀中关村中关村科贸大厦,116.3192380,39.9764850
552,北京朝阳燕莎大厦,null,null
553,北京海淀魏公村民族大学西路,116.3178440,39.9553290
554,北京朝阳不限,null,null
555,北京西城西单77街,null,null
556,北京海淀永定路博龙家园,116.2630660,39.9051430
557,北京丰台青塔玉泉路南、大成路,null,null
561,北京石景山玉泉路玉都雅风工美市场,116.2506020,39.9089910
562,北京顺义马坡学校,116.7233303,40.1280900
575,北京大兴旧宫南小街1队加油站,null,null
576,北京丰台玉泉营玉泉营桥东中顶村,116.3467362,39.8496740
